540807f6e3cdb4519f3c011b6046f0d26daf84e4	refs/heads/fix/edge-headend-health-url
a289393da37b6876a907de0e9291543c6bc863c0	refs/heads/fix/edge-post-restart-health-rollback
c85bf8ebbaa9f1dc1d0aa28101fcf6be2d7bc4d3	refs/heads/fix/grant-full-etc-sandbox-access
75747120488e1124ef2d8a548cdff1fa1ec848e7	refs/heads/fix/headend-client-retry-health
b294bf0212ca88d27753a26b2b3b4e0940d0bfbb	refs/heads/fix/missing-resolve-session-policy-import
c1f9f5f354ae48c1fe916a6df08e6d8b0c374791	refs/heads/fix/sftp-upload-attempt-ledger
6e5e8fe03a4e78cd4a1503a85a19a77ac2b7b675	refs/heads/fix/ssh-host-trust-legacy-migration
32bcf56e1e43367bcae593c5d84faf6c5fb4d215	refs/heads/fix/ssh-terminal-visible-button
037f6f137d23140dd933ba8c716ab09023a4aa40	refs/heads/fix/ssh-tunnel-stderr-drain
88e77a0408f9fef4add3e1d820bec166c532226b	refs/heads/fix/trust-deploy-secret-migration
07606d8b95c4e1472114fa4e1c69fa201a21c1f4	refs/heads/fix/update-authority-isolation
0093c2a7327a921057efc7627ee4831bd19d6d6c	refs/heads/fix/update-rollback-idempotency
a8f64bbfa2e9efb6159e96c7ce4d374b83cc941a	refs/heads/investigate-camera-image-delay
49ec2765e101170a4a6d97f35ce8021de57ef533	refs/heads/kimi/pakke-hygiejne-sweep-20260913
0c2e2c78a945c764d3689c8cfd9e2c82e31fc37a	refs/heads/kimi/review-pakke-governance-20260913
13a0d3b3af67a36adf9115d0911aaf2a687bca15	refs/heads/main
dad0879ab199726eb909fb9737df1c5616198a35	refs/heads/ops/recover-macmini-deploy-checkout-2026-08-16
1a0cbb9297000bc3c1cc370d42da84f551e29259	refs/heads/refactor/extract-admin-settings
c819dafeb4a82b4c80165201656bbe1bca4e1320	refs/heads/refactor/extract-ai-ops-batch
eff83832cbac84f53d5bc145b870eaaf7bac8b50	refs/heads/refactor/extract-auth-module
b767e4c9a71e025f3a1035c1edda5478121613dd	refs/heads/refactor/extract-cameras
1f51362c28fdde9cc858b77b0bb9ac90eec0e850	refs/heads/refactor/extract-edge-provisioning
5ca63d077272ab78a9d71e7df6b9615df8fe3339	refs/heads/security/close-os-update-governance-bypass
b3ccde3f0438f16b5a11b5c9ddb5874aa844d970	refs/heads/security/closure-assign-site-tenant-rbac
76ea03d975d2d74601b71108f9a8d72fb37e3aec	refs/heads/security/closure-e2e-test-hardening
cf83cd06f9c257db711c00387b88adcc07e6fd79	refs/heads/security/closure-e2e-test-hardening-current
51d1690ddd393ab5ad32dd3610db26573d2273d1	refs/heads/security/closure-edge-ssh-private-key-ownership
0b1415128411b490c21a1b5e527cd851a591f244	refs/heads/security/closure-headend-deploy-integrity
c4ec3548dac8bfd4f4895f9b9aa0ce4e219e3d63	refs/heads/security/closure-headend-deploy-integrity-current
34e63ada55d519113384a7ae91d19cd654e9b992	refs/heads/security/closure-headend-deploy-integrity-final
4c4aa28f8c557be4c5a55e16c26b1f5f0141df0d	refs/heads/security/closure-mainpy-p0-f001
342854b969e40659f6659000fb970b66516f9a69	refs/heads/security/closure-os-builder-f002
d384d1d67619f8433d928f05bc98ae96426061d4	refs/heads/security/closure-real-artifact-signature-verification
307b4c48e3afbb0d1be827d6b072de09ef7ac290	refs/heads/security/closure-sftp-host-trust
d5e5f2db4b2d3efd628208371520d510dd1ef219	refs/heads/security/closure-technician-auth-xss
40e0dda7e086d560f666e1ee03925859fcd709b7	refs/heads/security/closure-test-target-isolation
0b616709f9ba9d1048cad83255920d0886d7428e	refs/heads/security/closure-test-target-isolation-current
112ed8c087dc2112cc14e9100db72ba17144f62a	refs/heads/security/closure-trust-grant-evidence
2a3447c0f22bbd47058a5e66f579772d9a3e8bbf	refs/heads/security/closure-unused-passlib
16bd9641e75360ed1c7eeae0541aaecc61e7e4e2	refs/heads/security/closure-update-authority-h123
5e1272c4ab7899ade129e63ad9b513dd9d3994eb	refs/heads/security/closure-update-authority-h123-ci
356959a5e6664d8fc66d8c6f6a59caa71f98232b	refs/heads/security/closure-update-type-trust-gate
ca44af0b343d476580659cebc9a22535f536a0b9	refs/heads/security/closure-zai-critical-redaction
33ecac26373acc3e736ff78dc9ff5fcfd4dc9d33	refs/heads/security/os-update-governance-closure
